,Energy_Delta,temp,pressure,humidity,wind_speed,clouds_all,SunlightTime/daylength,weather_type,hour,month
2492,213,7.3,1021,76,0.8,100,0.91,4,15,3
2493,175,7.5,1020,77,1.4,100,0.94,4,16,3
2494,121,7.5,1020,77,1.4,100,0.96,4,16,3
2495,55,7.5,1020,77,1.4,100,0.98,4,16,3
2496,12,7.5,1020,77,1.4,100,1.0,4,16,3
2497,43,4.4,1009,80,5.1,3,0.04,1,5,3
2498,157,4.4,1009,80,5.1,3,0.06,1,5,3
2499,325,4.4,1009,79,4.9,35,0.08,2,6,3
2500,434,4.4,1009,79,4.9,35,0.1,2,6,3
2501,564,4.4,1009,79,4.9,35,0.12,2,6,3
2502,494,4.4,1009,79,4.9,35,0.15,2,6,3
2503,302,6.1,1009,75,4.9,77,0.17,3,7,3
2504,432,6.1,1009,75,4.9,77,0.19,3,7,3
2505,506,6.1,1009,75,4.9,77,0.21,3,7,3
2506,84,6.1,1009,75,4.9,77,0.23,3,7,3
2507,63,6.2,1008,73,4.7,99,0.25,4,8,3
2508,64,6.2,1008,73,4.7,99,0.27,4,8,3
2509,140,6.2,1008,73,4.7,99,0.29,4,8,3
2510,251,6.2,1008,73,4.7,99,0.31,4,8,3
2511,406,5.8,1008,79,4.6,98,0.33,4,9,3
2512,311,5.8,1008,79,4.6,98,0.35,4,9,3
2513,253,5.8,1008,79,4.6,98,0.38,4,9,3
2514,268,5.8,1008,79,4.6,98,0.4,4,9,3
2515,188,6.5,1008,80,4.4,100,0.42,5,10,3
2516,149,6.5,1008,80,4.4,100,0.44,5,10,3
2517,92,6.5,1008,80,4.4,100,0.46,5,10,3
2518,168,6.5,1008,80,4.4,100,0.48,5,10,3
2519,628,6.6,1008,80,5.4,100,0.5,5,11,3
2520,1257,6.6,1008,80,5.4,100,0.52,5,11,3
2521,1045,6.6,1008,80,5.4,100,0.54,5,11,3
2522,807,6.6,1008,80,5.4,100,0.56,5,11,3
2523,1149,7.6,1008,79,5.6,100,0.58,5,12,3
2524,770,7.6,1008,79,5.6,100,0.6,5,12,3
2525,880,7.6,1008,79,5.6,100,0.62,5,12,3
2526,852,7.6,1008,79,5.6,100,0.65,5,12,3
2527,1268,7.5,1008,69,6.0,99,0.67,4,13,3
2528,1421,7.5,1008,69,6.0,99,0.69,4,13,3
2529,1197,7.5,1008,69,6.0,99,0.71,4,13,3
2530,817,7.5,1008,69,6.0,99,0.73,4,13,3
2531,1451,8.2,1008,62,6.0,76,0.75,3,14,3
2532,2112,8.2,1008,62,6.0,76,0.77,3,14,3
2533,920,8.2,1008,62,6.0,76,0.79,3,14,3
2534,314,8.2,1008,62,6.0,76,0.81,3,14,3
2535,279,7.5,1008,59,5.5,99,0.83,4,15,3
2536,236,7.5,1008,59,5.5,99,0.85,4,15,3
2537,205,7.5,1008,59,5.5,99,0.88,4,15,3
2538,122,7.5,1008,59,5.5,99,0.9,4,15,3
2539,23,6.3,1007,63,5.0,99,0.92,4,16,3
2540,13,6.3,1007,63,5.0,99,0.94,4,16,3
2541,54,6.3,1007,63,5.0,99,0.96,4,16,3
2542,43,6.3,1007,63,5.0,99,0.98,4,16,3
2543,2,5.0,1007,67,5.4,99,1.0,4,17,3
2544,24,2.8,997,95,6.6,100,0.14,5,6,3
2545,37,2.8,997,95,6.6,100,0.16,5,6,3
2546,100,2.7,995,95,6.0,100,0.18,5,7,3
2547,104,2.7,995,95,6.0,100,0.2,5,7,3
2548,98,2.7,995,95,6.0,100,0.22,5,7,3
2549,169,2.7,995,95,6.0,100,0.24,5,7,3
2550,109,2.1,994,96,6.2,100,0.27,5,8,3
2551,201,2.1,994,96,6.2,100,0.29,5,8,3
2552,218,2.1,994,96,6.2,100,0.31,5,8,3
2553,159,2.1,994,96,6.2,100,0.33,5,8,3
2554,170,1.4,992,98,6.2,100,0.35,5,9,3
2555,212,1.4,992,98,6.2,100,0.37,5,9,3
2556,215,1.4,992,98,6.2,100,0.39,5,9,3
2557,250,1.4,992,98,6.2,100,0.41,5,9,3
2558,433,1.7,990,97,8.4,100,0.43,5,10,3
2559,242,1.7,990,97,8.4,100,0.45,5,10,3
2560,271,1.7,990,97,8.4,100,0.47,5,10,3
2561,313,1.7,990,97,8.4,100,0.49,5,10,3
2562,465,3.8,989,94,8.2,99,0.51,5,11,3
2563,545,3.8,989,94,8.2,99,0.53,5,11,3
2564,496,3.8,989,94,8.2,99,0.55,5,11,3
2565,420,3.8,989,94,8.2,99,0.57,5,11,3
2566,327,6.7,989,85,7.8,70,0.59,5,12,3
2567,618,6.7,989,85,7.8,70,0.61,5,12,3
2568,595,6.7,989,85,7.8,70,0.63,5,12,3
2569,523,6.7,989,85,7.8,70,0.65,5,12,3
2570,401,6.7,990,83,9.7,91,0.67,5,13,3
2571,314,6.7,990,83,9.7,91,0.69,5,13,3
2572,497,6.7,990,83,9.7,91,0.71,5,13,3
2573,186,6.7,990,83,9.7,91,0.73,5,13,3
2574,119,4.2,992,88,10.6,96,0.76,5,14,3
2575,177,4.2,992,88,10.6,96,0.78,5,14,3
2576,162,4.2,992,88,10.6,96,0.8,5,14,3
2577,169,4.2,992,88,10.6,96,0.82,5,14,3
2578,126,3.4,994,89,11.2,63,0.84,5,15,3
2579,97,3.4,994,89,11.2,63,0.86,5,15,3
2580,134,3.4,994,89,11.2,63,0.88,5,15,3
2581,133,3.4,994,89,11.2,63,0.9,5,15,3
2582,125,3.2,996,84,10.4,50,0.92,2,16,3
2583,84,3.2,996,84,10.4,50,0.94,2,16,3
2584,54,3.2,996,84,10.4,50,0.96,2,16,3
2585,18,3.2,996,84,10.4,50,0.98,2,16,3
2586,5,3.8,998,85,9.0,67,1.0,5,17,3
2587,30,0.5,1007,92,4.6,6,0.04,1,5,3
2588,56,0.5,1007,92,4.6,6,0.06,1,5,3
2589,88,0.5,1007,92,4.6,6,0.08,1,5,3
2590,104,0.7,1008,91,4.2,11,0.1,2,6,3
2591,152,0.7,1008,91,4.2,11,0.12,2,6,3
2592,234,0.7,1008,91,4.2,11,0.14,2,6,3
2593,322,0.7,1008,91,4.2,11,0.16,2,6,3
2594,427,1.5,1008,90,3.9,60,0.18,3,7,3
2595,469,1.5,1008,90,3.9,60,0.2,3,7,3
2596,777,1.5,1008,90,3.9,60,0.22,3,7,3
2597,1075,1.5,1008,90,3.9,60,0.24,3,7,3
2598,1107,2.3,1009,88,3.8,92,0.27,4,8,3
2599,1064,2.3,1009,88,3.8,92,0.29,4,8,3
2600,1987,2.3,1009,88,3.8,92,0.31,4,8,3
2601,2174,2.3,1009,88,3.8,92,0.33,4,8,3
2602,1613,3.4,1008,83,2.8,100,0.35,4,9,3
2603,1755,3.4,1008,83,2.8,100,0.37,4,9,3
2604,1860,3.4,1008,83,2.8,100,0.39,4,9,3
2605,1652,3.4,1008,83,2.8,100,0.41,4,9,3
2606,1589,4.6,1008,74,1.7,100,0.43,4,10,3
2607,1743,4.6,1008,74,1.7,100,0.45,4,10,3
2608,1868,4.6,1008,74,1.7,100,0.47,4,10,3
2609,1550,4.6,1008,74,1.7,100,0.49,4,10,3
2610,1427,4.9,1007,72,2.4,100,0.51,4,11,3
2611,1236,4.9,1007,72,2.4,100,0.53,4,11,3
2612,1145,4.9,1007,72,2.4,100,0.55,4,11,3
2613,819,4.9,1007,72,2.4,100,0.57,4,11,3
2614,773,5.5,1007,70,3.3,100,0.59,4,12,3
2615,650,5.5,1007,70,3.3,100,0.61,4,12,3
2616,608,5.5,1007,70,3.3,100,0.63,4,12,3
2617,615,5.5,1007,70,3.3,100,0.65,4,12,3
2618,661,5.4,1006,69,3.6,100,0.67,4,13,3
2619,583,5.4,1006,69,3.6,100,0.69,4,13,3
2620,595,5.4,1006,69,3.6,100,0.71,4,13,3
2621,680,5.4,1006,69,3.6,100,0.73,4,13,3
2622,528,5.6,1006,73,3.8,100,0.76,5,14,3
2623,446,5.6,1006,73,3.8,100,0.78,5,14,3
2624,365,5.6,1006,73,3.8,100,0.8,5,14,3
2625,337,5.6,1006,73,3.8,100,0.82,5,14,3
2626,298,5.0,1005,79,3.5,100,0.84,5,15,3
2627,270,5.0,1005,79,3.5,100,0.86,5,15,3
2628,276,5.0,1005,79,3.5,100,0.88,5,15,3
2629,219,5.0,1005,79,3.5,100,0.9,5,15,3
2630,74,3.8,1005,89,3.8,100,0.92,5,16,3
2631,42,3.8,1005,89,3.8,100,0.94,5,16,3
2632,17,3.8,1005,89,3.8,100,0.96,5,16,3
2633,30,7.1,1003,95,5.1,100,0.04,4,5,3
2634,41,7.1,1003,95,5.1,100,0.06,4,5,3
2635,69,7.1,1003,95,5.1,100,0.08,4,5,3
2636,40,7.0,1004,95,4.8,100,0.1,4,6,3
2637,43,7.0,1004,95,4.8,100,0.12,4,6,3
2638,146,7.0,1004,95,4.8,100,0.14,4,6,3
2639,206,7.0,1004,95,4.8,100,0.16,4,6,3
2640,207,7.2,1004,93,4.4,100,0.18,4,7,3
2641,198,7.2,1004,93,4.4,100,0.2,4,7,3
2642,198,7.2,1004,93,4.4,100,0.22,4,7,3
2643,271,7.2,1004,93,4.4,100,0.24,4,7,3
2644,379,7.3,1005,93,4.6,100,0.27,4,8,3
2645,234,7.3,1005,93,4.6,100,0.29,4,8,3
2646,253,7.3,1005,93,4.6,100,0.31,4,8,3
2647,474,7.3,1005,93,4.6,100,0.33,4,8,3
2648,1355,7.9,1005,89,5.2,100,0.35,4,9,3
2649,1124,7.9,1005,89,5.2,100,0.37,4,9,3
2650,1389,7.9,1005,89,5.2,100,0.39,4,9,3
2651,1210,7.9,1005,89,5.2,100,0.41,4,9,3
2652,948,8.6,1005,80,4.5,94,0.43,4,10,3
2653,2433,8.6,1005,80,4.5,94,0.45,4,10,3
2654,994,8.6,1005,80,4.5,94,0.47,4,10,3
2655,537,8.6,1005,80,4.5,94,0.49,4,10,3
2656,390,9.3,1005,80,4.4,97,0.51,4,11,3
2657,365,9.3,1005,80,4.4,97,0.53,4,11,3
2658,378,9.3,1005,80,4.4,97,0.55,4,11,3
2659,678,9.3,1005,80,4.4,97,0.57,4,11,3
2660,1019,9.5,1005,79,4.1,99,0.59,5,12,3
2661,741,9.5,1005,79,4.1,99,0.61,5,12,3
2662,461,9.5,1005,79,4.1,99,0.63,5,12,3
2663,366,9.5,1005,79,4.1,99,0.65,5,12,3
2664,344,9.2,1004,86,3.9,100,0.67,5,13,3
2665,369,9.2,1004,86,3.9,100,0.69,5,13,3
2666,565,9.2,1004,86,3.9,100,0.71,5,13,3
2667,500,9.2,1004,86,3.9,100,0.73,5,13,3
2668,377,9.5,1004,91,5.0,100,0.76,5,14,3
2669,206,9.5,1004,91,5.0,100,0.78,5,14,3
2670,137,9.5,1004,91,5.0,100,0.8,5,14,3
2671,228,9.5,1004,91,5.0,100,0.82,5,14,3
2672,255,9.6,1004,95,5.0,100,0.84,5,15,3
2673,184,9.6,1004,95,5.0,100,0.86,5,15,3
2674,118,9.6,1004,95,5.0,100,0.88,5,15,3
2675,52,9.6,1004,95,5.0,100,0.9,5,15,3
2676,63,9.6,1004,96,4.7,100,0.92,5,16,3
2677,39,9.6,1004,96,4.7,100,0.94,5,16,3
2678,11,9.6,1004,96,4.7,100,0.96,5,16,3
2679,23,8.0,1003,91,5.5,100,0.04,5,5,3
2680,69,8.0,1003,91,5.5,100,0.06,5,5,3
2681,55,8.0,1003,91,5.5,100,0.08,5,5,3
2682,86,7.7,1003,93,4.6,100,0.1,5,6,3
2683,276,7.7,1003,93,4.6,100,0.12,5,6,3
2684,615,7.7,1003,93,4.6,100,0.14,5,6,3
2685,924,7.7,1003,93,4.6,100,0.16,5,6,3
2686,603,7.8,1004,90,4.0,100,0.18,5,7,3
2687,510,7.8,1004,90,4.0,100,0.2,5,7,3
2688,338,7.8,1004,90,4.0,100,0.22,5,7,3
2689,468,7.8,1004,90,4.0,100,0.24,5,7,3
2690,926,8.4,1004,88,4.3,100,0.27,5,8,3
2691,1207,8.4,1004,88,4.3,100,0.29,5,8,3
2692,1537,8.4,1004,88,4.3,100,0.31,5,8,3
2693,1323,8.4,1004,88,4.3,100,0.33,5,8,3
2694,1704,9.5,1005,82,4.1,81,0.35,5,9,3
2695,1862,9.5,1005,82,4.1,81,0.37,5,9,3
2696,2001,9.5,1005,82,4.1,81,0.39,5,9,3
2697,3647,9.5,1005,82,4.1,81,0.41,5,9,3
2698,994,10.1,1006,72,3.8,41,0.43,2,10,3
2699,1098,10.1,1006,72,3.8,41,0.45,2,10,3
2700,3044,10.1,1006,72,3.8,41,0.47,2,10,3
2701,1390,10.1,1006,72,3.8,41,0.49,2,10,3
2702,2804,11.0,1006,65,4.6,79,0.51,3,11,3
2703,2528,11.0,1006,65,4.6,79,0.53,3,11,3
2704,3825,11.0,1006,65,4.6,79,0.55,3,11,3
2705,3752,11.0,1006,65,4.6,79,0.57,3,11,3
2706,3986,11.0,1006,64,5.5,93,0.59,5,12,3
2707,2959,11.0,1006,64,5.5,93,0.61,5,12,3
2708,3709,11.0,1006,64,5.5,93,0.63,5,12,3
2709,2421,11.0,1006,64,5.5,93,0.65,5,12,3
2710,1544,11.8,1006,62,5.7,96,0.67,5,13,3
2711,1418,11.8,1006,62,5.7,96,0.69,5,13,3
2712,1411,11.8,1006,62,5.7,96,0.71,5,13,3
2713,1105,11.8,1006,62,5.7,96,0.73,5,13,3
2714,1039,11.6,1006,66,5.0,99,0.76,4,14,3
2715,1073,11.6,1006,66,5.0,99,0.78,4,14,3
2716,892,11.6,1006,66,5.0,99,0.8,4,14,3
2717,1009,11.6,1006,66,5.0,99,0.82,4,14,3
2718,949,11.5,1005,72,4.3,100,0.84,5,15,3
2719,693,11.5,1005,72,4.3,100,0.86,5,15,3
2720,522,11.5,1005,72,4.3,100,0.88,5,15,3
2721,439,11.5,1005,72,4.3,100,0.9,5,15,3
2722,357,11.4,1006,74,4.5,99,0.92,4,16,3
2723,219,11.4,1006,74,4.5,99,0.94,4,16,3
2724,78,11.4,1006,74,4.5,99,0.96,4,16,3
2725,48,-0.4,1016,91,2.2,15,0.04,2,5,3
2726,111,-0.4,1016,91,2.2,15,0.06,2,5,3
2727,173,-0.4,1016,91,2.2,15,0.08,2,5,3
2728,348,-0.3,1016,89,2.4,43,0.1,2,6,3
2729,660,-0.3,1016,89,2.4,43,0.12,2,6,3
2730,718,-0.3,1016,89,2.4,43,0.14,2,6,3
2731,638,-0.3,1016,89,2.4,43,0.16,2,6,3
2732,1318,2.4,1017,82,2.2,94,0.18,4,7,3
2733,1589,2.4,1017,82,2.2,94,0.2,4,7,3
2734,2421,2.4,1017,82,2.2,94,0.22,4,7,3
2735,2842,2.4,1017,82,2.2,94,0.24,4,7,3
2736,3283,5.2,1017,72,2.3,94,0.27,4,8,3
2737,3343,5.2,1017,72,2.3,94,0.29,4,8,3
2738,3444,5.2,1017,72,2.3,94,0.31,4,8,3
2739,3520,5.2,1017,72,2.3,94,0.33,4,8,3
2740,3565,7.8,1018,64,2.6,93,0.35,4,9,3
2741,4043,7.8,1018,64,2.6,93,0.37,4,9,3
2742,4030,7.8,1018,64,2.6,93,0.39,4,9,3
2743,4371,7.8,1018,64,2.6,93,0.41,4,9,3
2744,4475,8.7,1018,53,2.6,83,0.43,3,10,3
2745,4373,8.7,1018,53,2.6,83,0.45,3,10,3
2746,4481,8.7,1018,53,2.6,83,0.47,3,10,3
2747,4483,8.7,1018,53,2.6,83,0.49,3,10,3
2748,4460,9.1,1018,49,2.3,98,0.51,4,11,3
2749,4231,9.1,1018,49,2.3,98,0.53,4,11,3
2750,4200,9.1,1018,49,2.3,98,0.55,4,11,3
2751,4149,9.1,1018,49,2.3,98,0.57,4,11,3
2752,4107,9.8,1019,46,1.7,99,0.59,4,12,3
2753,3950,9.8,1019,46,1.7,99,0.61,4,12,3
2754,3920,9.8,1019,46,1.7,99,0.63,4,12,3
2755,3634,9.8,1019,46,1.7,99,0.65,4,12,3
2756,3543,10.2,1019,44,1.5,97,0.67,4,13,3
2757,3339,10.2,1019,44,1.5,97,0.69,4,13,3
2758,3335,10.2,1019,44,1.5,97,0.71,4,13,3
2759,2987,10.2,1019,44,1.5,97,0.73,4,13,3
2760,1513,10.7,1019,44,1.1,87,0.76,4,14,3
2761,1967,10.7,1019,44,1.1,87,0.78,4,14,3
2762,2235,10.7,1019,44,1.1,87,0.8,4,14,3
2763,1791,10.7,1019,44,1.1,87,0.82,4,14,3
2764,1902,10.5,1019,44,0.5,35,0.84,2,15,3
2765,1290,10.5,1019,44,0.5,35,0.86,2,15,3
2766,657,10.5,1019,44,0.5,35,0.88,2,15,3
2767,430,10.5,1019,44,0.5,35,0.9,2,15,3
2768,401,9.8,1019,50,0.7,0,0.92,1,16,3
2769,280,9.8,1019,50,0.7,0,0.94,1,16,3
2770,165,9.8,1019,50,0.7,0,0.96,1,16,3
2771,78,9.8,1019,50,0.7,0,0.98,1,16,3
2772,20,9.0,1020,61,1.5,10,1.0,1,17,3
2773,27,2.9,1022,73,3.7,99,0.04,4,5,3
2774,47,2.9,1022,73,3.7,99,0.06,4,5,3
2775,95,2.9,1022,73,3.7,99,0.08,4,5,3
2776,87,3.7,1022,73,4.2,99,0.1,4,6,3
2777,79,3.7,1022,73,4.2,99,0.12,4,6,3
2778,89,3.7,1022,73,4.2,99,0.14,4,6,3
2779,140,3.7,1022,73,4.2,99,0.16,4,6,3
2780,278,4.6,1022,70,4.6,100,0.18,4,7,3
2781,323,4.6,1022,70,4.6,100,0.2,4,7,3
2782,453,4.6,1022,70,4.6,100,0.22,4,7,3
2783,539,4.6,1022,70,4.6,100,0.24,4,7,3
2784,637,6.4,1022,67,4.4,100,0.27,4,8,3
2785,856,6.4,1022,67,4.4,100,0.29,4,8,3
2786,812,6.4,1022,67,4.4,100,0.31,4,8,3
2787,589,6.4,1022,67,4.4,100,0.33,4,8,3
2788,617,7.1,1022,63,4.6,100,0.35,4,9,3
2789,755,7.1,1022,63,4.6,100,0.37,4,9,3
2790,1026,7.1,1022,63,4.6,100,0.39,4,9,3
2791,1164,7.1,1022,63,4.6,100,0.41,4,9,3
2792,1053,8.0,1022,56,4.1,100,0.43,4,10,3
2793,672,8.0,1022,56,4.1,100,0.45,4,10,3
2794,586,8.0,1022,56,4.1,100,0.47,4,10,3
2795,616,8.0,1022,56,4.1,100,0.49,4,10,3
2796,650,8.8,1022,52,4.1,100,0.51,4,11,3
2797,708,8.8,1022,52,4.1,100,0.53,4,11,3
2798,1057,8.8,1022,52,4.1,100,0.55,4,11,3
2799,993,8.8,1022,52,4.1,100,0.57,4,11,3
2800,728,9.8,1022,50,3.5,100,0.59,4,12,3
2801,697,9.8,1022,50,3.5,100,0.61,4,12,3
2802,818,9.8,1022,50,3.5,100,0.63,4,12,3
2803,792,9.8,1022,50,3.5,100,0.65,4,12,3
2804,493,9.1,1021,53,3.2,100,0.67,4,13,3
2805,375,9.1,1021,53,3.2,100,0.69,4,13,3
2806,455,9.1,1021,53,3.2,100,0.71,4,13,3
2807,589,9.1,1021,53,3.2,100,0.73,4,13,3
2808,599,9.5,1021,55,3.8,100,0.76,5,14,3
2809,435,9.5,1021,55,3.8,100,0.78,5,14,3
2810,480,9.5,1021,55,3.8,100,0.8,5,14,3
2811,530,9.5,1021,55,3.8,100,0.82,5,14,3
2812,495,9.6,1021,55,4.2,100,0.84,5,15,3
2813,279,9.6,1021,55,4.2,100,0.86,5,15,3
2814,111,9.6,1021,55,4.2,100,0.88,5,15,3
2815,76,9.6,1021,55,4.2,100,0.9,5,15,3
2816,48,8.8,1021,57,3.8,100,0.92,5,16,3
2817,29,8.8,1021,57,3.8,100,0.94,5,16,3
2818,13,8.8,1021,57,3.8,100,0.96,5,16,3
2819,38,0.2,1028,94,2.0,1,0.04,1,5,3
2820,93,0.2,1028,94,2.0,1,0.06,1,5,3
2821,138,0.2,1028,94,2.0,1,0.08,1,5,3
2822,204,0.2,1028,94,2.0,1,0.1,1,5,3
2823,297,0.8,1029,91,2.2,1,0.12,1,6,3
2824,530,0.8,1029,91,2.2,1,0.14,1,6,3
2825,894,0.8,1029,91,2.2,1,0.16,1,6,3
2826,1250,0.8,1029,91,2.2,1,0.18,1,6,3
2827,1710,3.8,1030,79,1.8,1,0.2,1,7,3
2828,2128,3.8,1030,79,1.8,1,0.22,1,7,3
2829,2434,3.8,1030,79,1.8,1,0.24,1,7,3
2830,2815,3.8,1030,79,1.8,1,0.26,1,7,3
2831,3241,6.6,1030,69,1.5,0,0.28,1,8,3
2832,3461,6.6,1030,69,1.5,0,0.3,1,8,3
2833,3641,6.6,1030,69,1.5,0,0.32,1,8,3
2834,3801,6.6,1030,69,1.5,0,0.34,1,8,3
2835,3930,9.1,1031,60,1.6,0,0.36,1,9,3
2836,4026,9.1,1031,60,1.6,0,0.38,1,9,3
2837,4117,9.1,1031,60,1.6,0,0.4,1,9,3
2838,4199,9.1,1031,60,1.6,0,0.42,1,9,3
2839,4240,10.2,1031,54,2.2,3,0.44,1,10,3
2840,4154,10.2,1031,54,2.2,3,0.46,1,10,3
2841,3995,10.2,1031,54,2.2,3,0.48,1,10,3
2842,4142,10.2,1031,54,2.2,3,0.5,1,10,3
2843,4087,10.6,1031,52,2.9,30,0.52,2,11,3
2844,4531,10.6,1031,52,2.9,30,0.54,2,11,3
2845,4362,10.6,1031,52,2.9,30,0.56,2,11,3
2846,4155,10.6,1031,52,2.9,30,0.58,2,11,3
2847,4151,11.1,1031,50,3.4,19,0.6,2,12,3
2848,4057,11.1,1031,50,3.4,19,0.62,2,12,3
2849,3954,11.1,1031,50,3.4,19,0.64,2,12,3
2850,3803,11.1,1031,50,3.4,19,0.66,2,12,3
2851,3667,10.7,1031,49,3.8,2,0.68,1,13,3
2852,3486,10.7,1031,49,3.8,2,0.7,1,13,3
2853,3269,10.7,1031,49,3.8,2,0.72,1,13,3
2854,3115,10.7,1031,49,3.8,2,0.74,1,13,3
2855,2895,10.3,1031,48,4.1,22,0.76,2,14,3
2856,2659,10.3,1031,48,4.1,22,0.78,2,14,3
2857,2399,10.3,1031,48,4.1,22,0.8,2,14,3
2858,2105,10.3,1031,48,4.1,22,0.82,2,14,3
2859,1784,10.0,1031,48,4.0,1,0.84,1,15,3
2860,1497,10.0,1031,48,4.0,1,0.86,1,15,3
2861,1109,10.0,1031,48,4.0,1,0.88,1,15,3
2862,735,10.0,1031,48,4.0,1,0.9,1,15,3
2863,432,8.8,1032,48,3.2,0,0.92,1,16,3
2864,247,8.8,1032,48,3.2,0,0.94,1,16,3
2865,138,8.8,1032,48,3.2,0,0.96,1,16,3
2866,61,8.8,1032,48,3.2,0,0.98,1,16,3
2867,26,6.7,1032,54,2.1,0,1.0,1,17,3
2868,32,1.3,1029,80,3.4,95,0.04,4,5,3
2869,78,1.3,1029,80,3.4,95,0.06,4,5,3
2870,139,1.3,1029,80,3.4,95,0.08,4,5,3
2871,219,1.3,1029,80,3.4,95,0.1,4,5,3
2872,291,1.6,1029,81,3.8,100,0.12,4,6,3
2873,315,1.6,1029,81,3.8,100,0.14,4,6,3
2874,466,1.6,1029,81,3.8,100,0.16,4,6,3
2875,612,1.6,1029,81,3.8,100,0.18,4,6,3
2876,684,3.5,1029,79,4.2,100,0.2,4,7,3
2877,894,3.5,1029,79,4.2,100,0.22,4,7,3
2878,1160,3.5,1029,79,4.2,100,0.24,4,7,3
2879,1480,3.5,1029,79,4.2,100,0.25,4,7,3
2880,2063,5.3,1028,72,4.8,100,0.27,4,8,3
2881,2471,5.3,1028,72,4.8,100,0.29,4,8,3
2882,2600,5.3,1028,72,4.8,100,0.31,4,8,3
2883,2620,5.3,1028,72,4.8,100,0.33,4,8,3
2884,3236,6.3,1028,69,5.6,100,0.35,4,9,3
2885,3562,6.3,1028,69,5.6,100,0.37,4,9,3
2886,3312,6.3,1028,69,5.6,100,0.39,4,9,3
2887,3327,6.3,1028,69,5.6,100,0.41,4,9,3
2888,2331,6.0,1028,69,5.5,100,0.43,4,10,3
2889,1443,6.0,1028,69,5.5,100,0.45,4,10,3
2890,807,6.0,1028,69,5.5,100,0.47,4,10,3
2891,269,6.0,1028,69,5.5,100,0.49,4,10,3
2892,231,5.2,1027,71,5.9,100,0.51,4,11,3
2893,254,5.2,1027,71,5.9,100,0.53,4,11,3
2894,566,5.2,1027,71,5.9,100,0.55,4,11,3
2895,1048,5.2,1027,71,5.9,100,0.57,4,11,3
2896,1183,6.0,1027,71,6.2,100,0.59,4,12,3
2897,1612,6.0,1027,71,6.2,100,0.61,4,12,3
2898,1003,6.0,1027,71,6.2,100,0.63,4,12,3
2899,705,6.0,1027,71,6.2,100,0.65,4,12,3
2900,477,6.5,1026,69,6.2,99,0.67,4,13,3
2901,522,6.5,1026,69,6.2,99,0.69,4,13,3
2902,903,6.5,1026,69,6.2,99,0.71,4,13,3
2903,627,6.5,1026,69,6.2,99,0.73,4,13,3
2904,545,7.1,1026,68,6.1,97,0.75,4,14,3
2905,766,7.1,1026,68,6.1,97,0.76,4,14,3
2906,544,7.1,1026,68,6.1,97,0.78,4,14,3
2907,626,7.1,1026,68,6.1,97,0.8,4,14,3
2908,590,7.2,1025,69,5.9,93,0.82,4,15,3
2909,405,7.2,1025,69,5.9,93,0.84,4,15,3
2910,597,7.2,1025,69,5.9,93,0.86,4,15,3
2911,456,7.2,1025,69,5.9,93,0.88,4,15,3
2912,276,7.3,1025,71,5.0,91,0.9,4,16,3
2913,191,7.3,1025,71,5.0,91,0.92,4,16,3
2914,113,7.3,1025,71,5.0,91,0.94,4,16,3
2915,63,7.3,1025,71,5.0,91,0.96,4,16,3
2916,17,6.4,1025,77,3.9,99,0.98,4,17,3
2917,10,-2.2,1025,100,0.6,94,0.02,4,4,3
2918,71,-2.3,1026,100,1.0,100,0.04,4,5,3
2919,158,-2.3,1026,100,1.0,100,0.06,4,5,3
2920,210,-2.3,1026,100,1.0,100,0.08,4,5,3
2921,304,-2.3,1026,100,1.0,100,0.1,4,5,3
2922,417,-1.5,1026,100,0.9,100,0.12,4,6,3
2923,601,-1.5,1026,100,0.9,100,0.14,4,6,3
2924,941,-1.5,1026,100,0.9,100,0.16,4,6,3
2925,1395,-1.5,1026,100,0.9,100,0.18,4,6,3
2926,1837,1.8,1027,95,0.7,100,0.2,4,7,3
2927,2227,1.8,1027,95,0.7,100,0.22,4,7,3
2928,2534,1.8,1027,95,0.7,100,0.24,4,7,3
2929,2903,1.8,1027,95,0.7,100,0.25,4,7,3
2930,3351,5.5,1027,90,0.7,100,0.27,4,8,3
2931,3609,5.5,1027,90,0.7,100,0.29,4,8,3
2932,3711,5.5,1027,90,0.7,100,0.31,4,8,3
2933,3660,5.5,1027,90,0.7,100,0.33,4,8,3
2934,3724,8.2,1027,79,1.1,20,0.35,2,9,3
2935,4150,8.2,1027,79,1.1,20,0.37,2,9,3
2936,4242,8.2,1027,79,1.1,20,0.39,2,9,3
2937,4290,8.2,1027,79,1.1,20,0.41,2,9,3
2938,4321,10.2,1027,70,1.6,11,0.43,2,10,3
2939,4341,10.2,1027,70,1.6,11,0.45,2,10,3
2940,4295,10.2,1027,70,1.6,11,0.47,2,10,3
2941,3785,10.2,1027,70,1.6,11,0.49,2,10,3
2942,4269,11.5,1027,62,1.8,32,0.51,2,11,3
2943,4425,11.5,1027,62,1.8,32,0.53,2,11,3
2944,4356,11.5,1027,62,1.8,32,0.55,2,11,3
2945,4351,11.5,1027,62,1.8,32,0.57,2,11,3
2946,4186,11.9,1027,57,2.0,33,0.59,2,12,3
2947,3896,11.9,1027,57,2.0,33,0.61,2,12,3
2948,3848,11.9,1027,57,2.0,33,0.63,2,12,3
2949,3438,11.9,1027,57,2.0,33,0.65,2,12,3
2950,3023,12.3,1027,52,2.1,34,0.67,2,13,3
2951,3541,12.3,1027,52,2.1,34,0.69,2,13,3
