,Energy_Delta,temp,pressure,humidity,wind_speed,clouds_all,SunlightTime/daylength,weather_type,hour,month
0,5,3.5,1016,99,6.0,98,0.13,4,8,1
1,33,3.5,1016,99,6.0,98,0.17,4,8,1
2,44,3.5,1016,99,6.0,98,0.2,4,8,1
3,61,3.5,1016,99,6.0,98,0.23,4,8,1
4,65,3.6,1016,97,6.2,100,0.27,4,9,1
5,83,3.6,1016,97,6.2,100,0.3,4,9,1
6,69,3.6,1016,97,6.2,100,0.33,4,9,1
7,98,3.6,1016,97,6.2,100,0.37,4,9,1
8,138,3.8,1015,93,5.6,94,0.4,4,10,1
9,161,3.8,1015,93,5.6,94,0.43,4,10,1
10,119,3.8,1015,93,5.6,94,0.47,4,10,1
11,95,3.8,1015,93,5.6,94,0.5,4,10,1
12,105,3.8,1014,91,5.8,100,0.53,4,11,1
13,124,3.8,1014,91,5.8,100,0.57,4,11,1
14,105,3.8,1014,91,5.8,100,0.6,4,11,1
15,67,3.8,1014,91,5.8,100,0.63,4,11,1
16,95,3.8,1014,90,5.9,100,0.67,4,12,1
17,79,3.8,1014,90,5.9,100,0.7,4,12,1
18,42,3.8,1014,90,5.9,100,0.73,4,12,1
19,42,3.8,1014,90,5.9,100,0.77,4,12,1
20,55,3.9,1013,89,6.1,98,0.8,4,13,1
21,96,3.9,1013,89,6.1,98,0.83,4,13,1
22,62,3.9,1013,89,6.1,98,0.87,4,13,1
23,102,3.9,1013,89,6.1,98,0.9,4,13,1
24,58,3.8,1013,89,6.2,98,0.93,4,14,1
25,30,3.8,1013,89,6.2,98,0.97,4,14,1
26,6,3.8,1013,89,6.2,98,1.0,4,14,1
27,22,1.8,1011,96,5.0,100,0.13,4,8,1
28,33,1.8,1011,96,5.0,100,0.17,4,8,1
29,68,1.8,1011,96,5.0,100,0.2,4,8,1
30,68,1.8,1011,96,5.0,100,0.23,4,8,1
31,114,2.0,1012,96,5.1,100,0.27,4,9,1
32,181,2.0,1012,96,5.1,100,0.3,4,9,1
33,302,2.0,1012,96,5.1,100,0.33,4,9,1
34,124,2.0,1012,96,5.1,100,0.37,4,9,1
35,637,2.2,1012,95,5.0,79,0.4,3,10,1
36,168,2.2,1012,95,5.0,79,0.43,3,10,1
37,101,2.2,1012,95,5.0,79,0.47,3,10,1
38,101,2.2,1012,95,5.0,79,0.5,3,10,1
39,210,2.0,1012,91,4.8,80,0.53,5,11,1
40,207,2.0,1012,91,4.8,80,0.57,5,11,1
41,155,2.0,1012,91,4.8,80,0.6,5,11,1
42,439,2.0,1012,91,4.8,80,0.63,5,11,1
43,1545,2.1,1012,90,4.8,48,0.67,2,12,1
44,2115,2.1,1012,90,4.8,48,0.7,2,12,1
45,883,2.1,1012,90,4.8,48,0.73,2,12,1
46,857,2.1,1012,90,4.8,48,0.77,2,12,1
47,356,1.7,1013,86,5.7,27,0.8,2,13,1
48,632,1.7,1013,86,5.7,27,0.83,2,13,1
49,319,1.7,1013,86,5.7,27,0.87,2,13,1
50,352,1.7,1013,86,5.7,27,0.9,2,13,1
51,217,1.6,1013,83,5.5,23,0.93,2,14,1
52,70,1.6,1013,83,5.5,23,0.97,2,14,1
53,31,1.6,1013,83,5.5,23,1.0,2,14,1
54,28,0.5,1013,97,5.0,96,0.13,4,8,1
55,29,0.5,1013,97,5.0,96,0.17,4,8,1
56,58,0.5,1013,97,5.0,96,0.2,4,8,1
57,60,0.5,1013,97,5.0,96,0.23,4,8,1
58,109,1.2,1013,96,5.5,100,0.27,5,9,1
59,110,1.2,1013,96,5.5,100,0.3,5,9,1
60,117,1.2,1013,96,5.5,100,0.33,5,9,1
61,126,1.2,1013,96,5.5,100,0.37,5,9,1
62,149,1.1,1012,97,5.7,100,0.4,5,10,1
63,143,1.1,1012,97,5.7,100,0.43,5,10,1
64,155,1.1,1012,97,5.7,100,0.47,5,10,1
65,142,1.1,1012,97,5.7,100,0.5,5,10,1
66,137,1.2,1011,99,6.1,100,0.53,5,11,1
67,109,1.2,1011,99,6.1,100,0.57,5,11,1
68,102,1.2,1011,99,6.1,100,0.6,5,11,1
69,131,1.2,1011,99,6.1,100,0.63,5,11,1
70,126,1.7,1010,98,6.9,100,0.67,5,12,1
71,102,1.7,1010,98,6.9,100,0.7,5,12,1
72,69,1.7,1010,98,6.9,100,0.73,5,12,1
73,79,1.7,1010,98,6.9,100,0.77,5,12,1
74,79,2.3,1009,97,7.4,100,0.8,5,13,1
75,39,2.3,1009,97,7.4,100,0.83,5,13,1
76,20,2.3,1009,97,7.4,100,0.87,5,13,1
77,19,2.3,1009,97,7.4,100,0.9,5,13,1
78,12,2.5,1008,95,7.7,100,0.93,5,14,1
79,6,2.5,1008,95,7.7,100,0.97,5,14,1
80,21,1.7,990,87,9.2,81,0.13,5,8,1
81,49,1.7,990,87,9.2,81,0.16,5,8,1
82,69,1.7,990,87,9.2,81,0.19,5,8,1
83,300,1.7,990,87,9.2,81,0.23,5,8,1
84,101,2.1,990,88,9.2,100,0.26,5,9,1
85,148,2.1,990,88,9.2,100,0.29,5,9,1
86,332,2.1,990,88,9.2,100,0.32,5,9,1
87,116,2.1,990,88,9.2,100,0.35,5,9,1
88,29,2.6,991,87,9.0,64,0.39,5,10,1
89,68,2.6,991,87,9.0,64,0.42,5,10,1
90,440,2.6,991,87,9.0,64,0.45,5,10,1
91,349,2.6,991,87,9.0,64,0.48,5,10,1
92,275,2.7,991,83,9.8,83,0.52,5,11,1
93,458,2.7,991,83,9.8,83,0.55,5,11,1
94,223,2.7,991,83,9.8,83,0.58,5,11,1
95,245,2.7,991,83,9.8,83,0.61,5,11,1
96,162,1.6,992,84,10.1,99,0.65,5,12,1
97,120,1.6,992,84,10.1,99,0.68,5,12,1
98,110,1.6,992,84,10.1,99,0.71,5,12,1
99,42,1.6,992,84,10.1,99,0.74,5,12,1
100,58,1.6,994,85,9.2,100,0.77,5,13,1
101,45,1.6,994,85,9.2,100,0.81,5,13,1
102,37,1.6,994,85,9.2,100,0.84,5,13,1
103,98,1.6,994,85,9.2,100,0.87,5,13,1
104,46,1.0,995,86,9.0,100,0.9,5,14,1
105,7,1.0,995,86,9.0,100,0.94,5,14,1
106,15,-2.8,1016,86,6.2,19,0.35,2,9,1
107,19,-2.5,1016,83,5.7,15,0.39,2,10,1
108,24,-2.5,1016,83,5.7,15,0.42,2,10,1
109,678,-2.5,1016,83,5.7,15,0.45,2,10,1
110,2367,-2.5,1016,83,5.7,15,0.48,2,10,1
111,2572,-2.2,1016,81,5.5,10,0.52,1,11,1
112,2598,-2.2,1016,81,5.5,10,0.55,1,11,1
113,2640,-2.2,1016,81,5.5,10,0.58,1,11,1
114,2706,-2.2,1016,81,5.5,10,0.61,1,11,1
115,2631,-2.0,1015,79,5.4,3,0.65,1,12,1
116,2376,-2.0,1015,79,5.4,3,0.68,1,12,1
117,2195,-2.0,1015,79,5.4,3,0.71,1,12,1
118,1643,-2.0,1015,79,5.4,3,0.74,1,12,1
119,1213,-2.0,1015,77,5.5,1,0.77,1,13,1
120,836,-2.0,1015,77,5.5,1,0.81,1,13,1
121,577,-2.0,1015,77,5.5,1,0.84,1,13,1
122,528,-2.0,1015,77,5.5,1,0.87,1,13,1
123,402,-2.1,1015,76,5.0,0,0.9,1,14,1
124,201,-2.1,1015,76,5.0,0,0.94,1,14,1
125,57,-2.1,1015,76,5.0,0,0.97,1,14,1
126,33,-2.1,1015,76,5.0,0,1.0,1,14,1
127,40,-9.2,1012,79,7.2,10,0.03,1,7,1
128,91,-9.2,1012,79,7.2,10,0.06,1,7,1
129,197,-9.2,1012,79,7.2,10,0.1,1,7,1
130,417,-9.2,1011,78,8.0,17,0.13,2,8,1
131,1224,-9.2,1011,78,8.0,17,0.16,2,8,1
132,1715,-9.2,1011,78,8.0,17,0.19,2,8,1
133,1984,-9.2,1011,78,8.0,17,0.23,2,8,1
134,2210,-8.4,1009,76,8.2,54,0.26,3,9,1
135,2253,-8.4,1009,76,8.2,54,0.29,3,9,1
136,2772,-8.4,1009,76,8.2,54,0.32,3,9,1
137,3198,-8.4,1009,76,8.2,54,0.35,3,9,1
138,2543,-7.3,1008,75,7.5,97,0.39,4,10,1
139,2285,-7.3,1008,75,7.5,97,0.42,4,10,1
140,2505,-7.3,1008,75,7.5,97,0.45,4,10,1
141,2103,-7.3,1008,75,7.5,97,0.48,4,10,1
142,2919,-6.0,1005,75,7.8,98,0.52,4,11,1
143,1088,-6.0,1005,75,7.8,98,0.55,4,11,1
144,846,-6.0,1005,75,7.8,98,0.58,4,11,1
145,851,-6.0,1005,75,7.8,98,0.61,4,11,1
146,576,-5.3,1004,76,8.1,99,0.65,4,12,1
147,491,-5.3,1004,76,8.1,99,0.68,4,12,1
148,502,-5.3,1004,76,8.1,99,0.71,4,12,1
149,775,-5.3,1004,76,8.1,99,0.74,4,12,1
150,331,-4.5,1001,77,9.0,100,0.77,4,13,1
151,299,-4.5,1001,77,9.0,100,0.81,4,13,1
152,231,-4.5,1001,77,9.0,100,0.84,4,13,1
153,182,-4.5,1001,77,9.0,100,0.87,4,13,1
154,65,-3.9,999,82,10.1,100,0.9,5,14,1
155,22,-3.9,999,82,10.1,100,0.94,5,14,1
156,17,-3.9,999,82,10.1,100,0.97,5,14,1
157,5,-3.9,999,82,10.1,100,1.0,5,14,1
158,28,2.1,999,87,7.1,59,0.06,3,7,1
159,46,2.1,999,87,7.1,59,0.1,3,7,1
160,78,2.0,999,87,7.3,70,0.13,3,8,1
161,113,2.0,999,87,7.3,70,0.16,3,8,1
162,240,2.0,999,87,7.3,70,0.19,3,8,1
163,326,2.0,999,87,7.3,70,0.23,3,8,1
164,446,2.4,1000,87,7.7,81,0.26,3,9,1
165,467,2.4,1000,87,7.7,81,0.29,3,9,1
166,1278,2.4,1000,87,7.7,81,0.32,3,9,1
167,969,2.4,1000,87,7.7,81,0.35,3,9,1
168,492,2.7,1000,86,7.4,55,0.39,3,10,1
169,558,2.7,1000,86,7.4,55,0.42,3,10,1
170,399,2.7,1000,86,7.4,55,0.45,3,10,1
171,434,2.7,1000,86,7.4,55,0.48,3,10,1
172,906,2.8,1001,85,7.7,72,0.52,3,11,1
173,1548,2.8,1001,85,7.7,72,0.55,3,11,1
174,850,2.8,1001,85,7.7,72,0.58,3,11,1
175,792,2.8,1001,85,7.7,72,0.61,3,11,1
176,535,2.9,1000,85,7.4,77,0.65,3,12,1
177,304,2.9,1000,85,7.4,77,0.68,3,12,1
178,880,2.9,1000,85,7.4,77,0.71,3,12,1
179,684,2.9,1000,85,7.4,77,0.74,3,12,1
180,380,3.0,1000,85,7.1,58,0.77,3,13,1
181,197,3.0,1000,85,7.1,58,0.81,3,13,1
182,143,3.0,1000,85,7.1,58,0.84,3,13,1
183,101,3.0,1000,85,7.1,58,0.87,3,13,1
184,133,2.4,1001,84,6.8,49,0.9,2,14,1
185,84,2.4,1001,84,6.8,49,0.94,2,14,1
186,24,2.4,1001,84,6.8,49,0.97,2,14,1
187,5,2.4,1001,84,6.8,49,1.0,2,14,1
188,33,-0.0,985,98,4.7,100,0.29,5,9,1
189,43,-0.0,985,98,4.7,100,0.32,5,9,1
190,55,-0.0,985,98,4.7,100,0.35,5,9,1
191,102,0.1,985,98,3.1,97,0.39,5,10,1
192,168,0.1,985,98,3.1,97,0.42,5,10,1
193,132,0.1,985,98,3.1,97,0.45,5,10,1
194,123,0.1,985,98,3.1,97,0.48,5,10,1
195,116,0.1,985,99,2.0,100,0.52,5,11,1
196,110,0.1,985,99,2.0,100,0.55,5,11,1
197,103,0.1,985,99,2.0,100,0.58,5,11,1
198,99,0.1,985,99,2.0,100,0.61,5,11,1
199,105,-0.0,985,100,0.7,100,0.65,5,12,1
200,121,-0.0,985,100,0.7,100,0.68,5,12,1
201,153,-0.0,985,100,0.7,100,0.71,5,12,1
202,112,-0.0,985,100,0.7,100,0.74,5,12,1
203,89,-0.0,986,100,2.9,100,0.77,5,13,1
204,74,-0.0,986,100,2.9,100,0.81,5,13,1
205,40,-0.0,986,100,2.9,100,0.84,5,13,1
206,21,-0.0,986,100,2.9,100,0.87,5,13,1
207,12,-0.0,988,99,4.9,100,0.9,5,14,1
208,9,-0.0,988,99,4.9,100,0.94,5,14,1
209,10,-0.0,988,99,4.9,100,0.97,5,14,1
210,1,-0.0,988,99,4.9,100,1.0,5,14,1
211,32,-2.5,999,99,2.3,45,0.06,2,7,1
212,48,-2.5,999,99,2.3,45,0.09,2,7,1
213,56,-2.4,1000,99,2.0,86,0.12,4,8,1
214,64,-2.4,1000,99,2.0,86,0.16,4,8,1
215,68,-2.4,1000,99,2.0,86,0.19,4,8,1
216,114,-2.4,1000,99,2.0,86,0.22,4,8,1
217,147,-2.1,1000,98,1.9,100,0.25,4,9,1
218,244,-2.1,1000,98,1.9,100,0.28,4,9,1
219,185,-2.1,1000,98,1.9,100,0.31,4,9,1
220,186,-2.1,1000,98,1.9,100,0.34,4,9,1
221,206,-2.0,1001,96,2.0,98,0.38,4,10,1
222,205,-2.0,1001,96,2.0,98,0.41,4,10,1
223,146,-2.0,1001,96,2.0,98,0.44,4,10,1
224,140,-2.0,1001,96,2.0,98,0.47,4,10,1
225,158,-2.1,1002,97,2.3,99,0.5,4,11,1
226,169,-2.1,1002,97,2.3,99,0.53,4,11,1
227,166,-2.1,1002,97,2.3,99,0.56,4,11,1
228,154,-2.1,1002,97,2.3,99,0.59,4,11,1
229,142,-2.0,1002,96,2.8,95,0.62,4,12,1
230,156,-2.0,1002,96,2.8,95,0.66,4,12,1
231,168,-2.0,1002,96,2.8,95,0.69,4,12,1
232,140,-2.0,1002,96,2.8,95,0.72,4,12,1
233,137,-1.9,1002,94,2.8,91,0.75,4,13,1
234,98,-1.9,1002,94,2.8,91,0.78,4,13,1
235,103,-1.9,1002,94,2.8,91,0.81,4,13,1
236,70,-1.9,1002,94,2.8,91,0.84,4,13,1
237,45,-1.3,1002,93,2.8,65,0.88,3,14,1
238,28,-1.3,1002,93,2.8,65,0.91,3,14,1
239,10,-1.3,1002,93,2.8,65,0.94,3,14,1
240,21,-0.8,1010,97,2.0,92,0.16,4,8,1
241,33,-0.8,1010,97,2.0,92,0.19,4,8,1
242,64,-0.8,1010,97,2.0,92,0.22,4,8,1
243,109,-0.6,1010,96,2.3,88,0.25,4,9,1
244,96,-0.6,1010,96,2.3,88,0.28,4,9,1
245,66,-0.6,1010,96,2.3,88,0.31,4,9,1
246,109,-0.6,1010,96,2.3,88,0.34,4,9,1
247,121,-0.4,1011,96,2.2,81,0.38,3,10,1
248,113,-0.4,1011,96,2.2,81,0.41,3,10,1
249,119,-0.4,1011,96,2.2,81,0.44,3,10,1
250,137,-0.4,1011,96,2.2,81,0.47,3,10,1
251,117,-0.2,1011,95,2.4,79,0.5,3,11,1
252,101,-0.2,1011,95,2.4,79,0.53,3,11,1
253,73,-0.2,1011,95,2.4,79,0.56,3,11,1
254,80,-0.2,1011,95,2.4,79,0.59,3,11,1
255,88,-0.0,1012,95,2.6,72,0.62,3,12,1
256,91,-0.0,1012,95,2.6,72,0.66,3,12,1
257,68,-0.0,1012,95,2.6,72,0.69,3,12,1
258,63,-0.0,1012,95,2.6,72,0.72,3,12,1
259,62,0.0,1012,96,2.6,65,0.75,5,13,1
260,60,0.0,1012,96,2.6,65,0.78,5,13,1
261,62,0.0,1012,96,2.6,65,0.81,5,13,1
262,53,0.0,1012,96,2.6,65,0.84,5,13,1
263,44,-0.1,1013,95,2.7,55,0.88,5,14,1
264,28,-0.1,1013,95,2.7,55,0.91,5,14,1
265,9,-0.1,1013,95,2.7,55,0.94,5,14,1
266,25,-7.5,1022,94,2.1,36,0.12,2,7,1
267,82,-7.2,1023,94,2.4,52,0.15,3,8,1
268,173,-7.2,1023,94,2.4,52,0.18,3,8,1
269,230,-7.2,1023,94,2.4,52,0.21,3,8,1
270,260,-7.2,1023,94,2.4,52,0.24,3,8,1
271,280,-5.9,1023,94,2.4,71,0.27,3,9,1
272,308,-5.9,1023,94,2.4,71,0.3,3,9,1
273,445,-5.9,1023,94,2.4,71,0.33,3,9,1
274,222,-5.9,1023,94,2.4,71,0.36,3,9,1
275,160,-3.5,1024,91,3.1,57,0.39,3,10,1
276,86,-3.5,1024,91,3.1,57,0.42,3,10,1
277,135,-3.5,1024,91,3.1,57,0.45,3,10,1
278,290,-3.5,1024,91,3.1,57,0.48,3,10,1
279,897,-2.5,1024,90,2.7,52,0.52,3,11,1
280,1622,-2.5,1024,90,2.7,52,0.55,3,11,1
281,2480,-2.5,1024,90,2.7,52,0.58,3,11,1
282,2894,-2.5,1024,90,2.7,52,0.61,3,11,1
283,2961,-1.4,1024,89,2.4,39,0.64,2,12,1
284,2749,-1.4,1024,89,2.4,39,0.67,2,12,1
285,2536,-1.4,1024,89,2.4,39,0.7,2,12,1
286,888,-1.4,1024,89,2.4,39,0.73,2,12,1
287,805,-0.7,1024,89,2.0,31,0.76,5,13,1
288,679,-0.7,1024,89,2.0,31,0.79,5,13,1
289,865,-0.7,1024,89,2.0,31,0.82,5,13,1
290,570,-0.7,1024,89,2.0,31,0.85,5,13,1
291,276,-1.0,1025,88,1.9,24,0.88,2,14,1
292,153,-1.0,1025,88,1.9,24,0.91,2,14,1
293,153,-1.0,1025,88,1.9,24,0.94,2,14,1
294,60,-1.0,1025,88,1.9,24,0.97,2,14,1
295,10,-1.2,1025,90,2.3,23,1.0,2,15,1
296,15,-5.7,1034,98,1.7,87,0.06,4,7,1
297,49,-5.7,1034,98,1.7,87,0.09,4,7,1
298,89,-5.7,1034,98,1.7,87,0.12,4,7,1
299,148,-5.6,1035,97,1.2,81,0.15,3,8,1
300,202,-5.6,1035,97,1.2,81,0.18,3,8,1
301,300,-5.6,1035,97,1.2,81,0.21,3,8,1
302,426,-5.6,1035,97,1.2,81,0.24,3,8,1
303,496,-4.4,1036,97,0.6,69,0.27,3,9,1
304,540,-4.4,1036,97,0.6,69,0.3,3,9,1
305,558,-4.4,1036,97,0.6,69,0.33,3,9,1
306,557,-4.4,1036,97,0.6,69,0.36,3,9,1
307,567,-3.7,1036,94,0.5,78,0.39,3,10,1
308,720,-3.7,1036,94,0.5,78,0.42,3,10,1
309,864,-3.7,1036,94,0.5,78,0.45,3,10,1
310,1368,-3.7,1036,94,0.5,78,0.48,3,10,1
311,1453,-2.2,1036,93,0.9,50,0.52,2,11,1
312,4055,-2.2,1036,93,0.9,50,0.55,2,11,1
313,2900,-2.2,1036,93,0.9,50,0.58,2,11,1
314,1271,-2.2,1036,93,0.9,50,0.61,2,11,1
315,1440,-1.3,1037,90,1.2,50,0.64,2,12,1
316,1039,-1.3,1037,90,1.2,50,0.67,2,12,1
317,939,-1.3,1037,90,1.2,50,0.7,2,12,1
318,637,-1.3,1037,90,1.2,50,0.73,2,12,1
319,524,-1.0,1037,88,1.4,38,0.76,2,13,1
320,448,-1.0,1037,88,1.4,38,0.79,2,13,1
321,405,-1.0,1037,88,1.4,38,0.82,2,13,1
322,279,-1.0,1037,88,1.4,38,0.85,2,13,1
323,206,-1.1,1037,89,1.7,41,0.88,2,14,1
324,136,-1.1,1037,89,1.7,41,0.91,2,14,1
325,78,-1.1,1037,89,1.7,41,0.94,2,14,1
326,40,-1.1,1037,89,1.7,41,0.97,2,14,1
327,16,-1.2,1038,91,2.5,47,1.0,2,15,1
328,30,-4.9,1040,90,2.5,98,0.03,4,7,1
329,47,-4.9,1040,90,2.5,98,0.06,4,7,1
330,94,-4.9,1040,90,2.5,98,0.09,4,7,1
331,175,-4.9,1040,90,2.5,98,0.12,4,7,1
332,285,-4.8,1041,88,2.9,100,0.15,4,8,1
333,374,-4.8,1041,88,2.9,100,0.18,4,8,1
334,495,-4.8,1041,88,2.9,100,0.21,4,8,1
335,520,-4.8,1041,88,2.9,100,0.24,4,8,1
336,454,-4.2,1041,87,3.2,89,0.27,4,9,1
337,532,-4.2,1041,87,3.2,89,0.3,4,9,1
338,552,-4.2,1041,87,3.2,89,0.33,4,9,1
339,596,-4.2,1041,87,3.2,89,0.36,4,9,1
340,647,-3.0,1041,87,3.2,93,0.39,4,10,1
341,763,-3.0,1041,87,3.2,93,0.42,4,10,1
342,1112,-3.0,1041,87,3.2,93,0.45,4,10,1
343,890,-3.0,1041,87,3.2,93,0.48,4,10,1
344,1012,-2.7,1041,86,3.2,97,0.52,4,11,1
345,1453,-2.7,1041,86,3.2,97,0.55,4,11,1
346,637,-2.7,1041,86,3.2,97,0.58,4,11,1
347,656,-2.7,1041,86,3.2,97,0.61,4,11,1
348,665,-2.0,1040,85,3.4,96,0.64,4,12,1
349,692,-2.0,1040,85,3.4,96,0.67,4,12,1
350,643,-2.0,1040,85,3.4,96,0.7,4,12,1
351,571,-2.0,1040,85,3.4,96,0.73,4,12,1
352,517,-1.9,1040,85,3.4,95,0.76,4,13,1
353,464,-1.9,1040,85,3.4,95,0.79,4,13,1
354,373,-1.9,1040,85,3.4,95,0.82,4,13,1
355,325,-1.9,1040,85,3.4,95,0.85,4,13,1
356,229,-1.9,1040,86,3.2,96,0.88,4,14,1
357,137,-1.9,1040,86,3.2,96,0.91,4,14,1
358,82,-1.9,1040,86,3.2,96,0.94,4,14,1
359,39,-1.9,1040,86,3.2,96,0.97,4,14,1
360,10,-1.9,1040,88,3.0,95,1.0,4,15,1
361,34,-2.9,1038,87,4.4,99,0.09,4,7,1
362,59,-2.9,1038,87,4.4,99,0.12,4,7,1
363,82,-2.7,1038,87,4.3,98,0.15,4,8,1
364,116,-2.7,1038,87,4.3,98,0.18,4,8,1
365,168,-2.7,1038,87,4.3,98,0.21,4,8,1
366,202,-2.7,1038,87,4.3,98,0.24,4,8,1
367,258,-2.1,1038,85,4.2,99,0.27,4,9,1
368,319,-2.1,1038,85,4.2,99,0.3,4,9,1
369,316,-2.1,1038,85,4.2,99,0.33,4,9,1
370,347,-2.1,1038,85,4.2,99,0.36,4,9,1
371,339,-2.0,1038,85,3.9,100,0.39,4,10,1
372,355,-2.0,1038,85,3.9,100,0.42,4,10,1
373,343,-2.0,1038,85,3.9,100,0.45,4,10,1
374,376,-2.0,1038,85,3.9,100,0.48,4,10,1
375,383,-1.9,1038,85,3.9,100,0.52,4,11,1
376,423,-1.9,1038,85,3.9,100,0.55,4,11,1
377,487,-1.9,1038,85,3.9,100,0.58,4,11,1
378,427,-1.9,1038,85,3.9,100,0.61,4,11,1
379,428,-1.9,1037,85,4.0,100,0.64,4,12,1
380,442,-1.9,1037,85,4.0,100,0.67,4,12,1
381,425,-1.9,1037,85,4.0,100,0.7,4,12,1
382,397,-1.9,1037,85,4.0,100,0.73,4,12,1
383,296,-1.4,1037,84,4.2,100,0.76,4,13,1
384,323,-1.4,1037,84,4.2,100,0.79,4,13,1
385,215,-1.4,1037,84,4.2,100,0.82,4,13,1
386,170,-1.4,1037,84,4.2,100,0.85,4,13,1
387,133,-1.3,1037,84,4.2,100,0.88,4,14,1
388,92,-1.3,1037,84,4.2,100,0.91,4,14,1
389,56,-1.3,1037,84,4.2,100,0.94,4,14,1
390,28,-1.3,1037,84,4.2,100,0.97,4,14,1
391,9,-1.4,1036,84,4.1,100,1.0,4,15,1
392,17,0.6,1034,100,4.0,100,0.06,4,7,1
393,31,0.6,1034,100,4.0,100,0.09,4,7,1
394,60,0.6,1034,100,4.0,100,0.12,4,7,1
395,94,0.7,1034,100,4.0,100,0.15,4,8,1
396,134,0.7,1034,100,4.0,100,0.18,4,8,1
397,176,0.7,1034,100,4.0,100,0.21,4,8,1
398,235,0.7,1034,100,4.0,100,0.24,4,8,1
399,290,0.8,1034,100,4.2,100,0.27,4,9,1
400,281,0.8,1034,100,4.2,100,0.3,4,9,1
401,302,0.8,1034,100,4.2,100,0.33,4,9,1
402,335,0.8,1034,100,4.2,100,0.36,4,9,1
403,338,0.9,1034,99,3.9,100,0.39,4,10,1
404,344,0.9,1034,99,3.9,100,0.42,4,10,1
405,352,0.9,1034,99,3.9,100,0.45,4,10,1
406,331,0.9,1034,99,3.9,100,0.48,4,10,1
407,303,1.5,1033,98,4.1,100,0.52,4,11,1
408,356,1.5,1033,98,4.1,100,0.55,4,11,1
409,371,1.5,1033,98,4.1,100,0.58,4,11,1
410,353,1.5,1033,98,4.1,100,0.61,4,11,1
411,331,1.6,1033,98,4.1,100,0.64,4,12,1
412,335,1.6,1033,98,4.1,100,0.67,4,12,1
413,279,1.6,1033,98,4.1,100,0.7,4,12,1
414,267,1.6,1033,98,4.1,100,0.73,4,12,1
415,262,1.7,1033,99,4.2,100,0.76,4,13,1
416,215,1.7,1033,99,4.2,100,0.79,4,13,1
417,215,1.7,1033,99,4.2,100,0.82,4,13,1
418,201,1.7,1033,99,4.2,100,0.85,4,13,1
419,151,2.0,1033,99,4.3,100,0.88,4,14,1
420,121,2.0,1033,99,4.3,100,0.91,4,14,1
421,68,2.0,1033,99,4.3,100,0.94,4,14,1
422,44,2.0,1033,99,4.3,100,0.97,4,14,1
423,15,2.0,1032,99,4.4,98,1.0,4,15,1
424,34,1.0,1031,98,2.7,100,0.09,4,7,1
425,70,1.0,1031,98,2.7,100,0.12,4,7,1
426,115,1.1,1032,98,2.8,100,0.15,4,8,1
427,154,1.1,1032,98,2.8,100,0.18,4,8,1
428,200,1.1,1032,98,2.8,100,0.21,4,8,1
429,222,1.1,1032,98,2.8,100,0.24,4,8,1
430,238,1.5,1032,97,2.9,100,0.27,4,9,1
431,285,1.5,1032,97,2.9,100,0.3,4,9,1
432,313,1.5,1032,97,2.9,100,0.33,4,9,1
433,324,1.5,1032,97,2.9,100,0.36,4,9,1
434,343,1.7,1032,97,2.3,100,0.39,4,10,1
435,359,1.7,1032,97,2.3,100,0.42,4,10,1
436,346,1.7,1032,97,2.3,100,0.45,4,10,1
437,373,1.7,1032,97,2.3,100,0.48,4,10,1
438,343,1.6,1032,97,2.0,100,0.52,4,11,1
439,337,1.6,1032,97,2.0,100,0.55,4,11,1
440,355,1.6,1032,97,2.0,100,0.58,4,11,1
441,355,1.6,1032,97,2.0,100,0.61,4,11,1
442,353,1.6,1032,96,1.8,100,0.64,4,12,1
443,330,1.6,1032,96,1.8,100,0.67,4,12,1
444,313,1.6,1032,96,1.8,100,0.7,4,12,1
445,254,1.6,1032,96,1.8,100,0.73,4,12,1
446,213,1.8,1032,96,1.6,100,0.76,4,13,1
447,204,1.8,1032,96,1.6,100,0.79,4,13,1
448,164,1.8,1032,96,1.6,100,0.82,4,13,1
449,122,1.8,1032,96,1.6,100,0.85,4,13,1
450,93,1.7,1032,95,1.1,100,0.88,4,14,1
451,57,1.7,1032,95,1.1,100,0.91,4,14,1
452,37,1.7,1032,95,1.1,100,0.94,4,14,1
453,18,1.7,1032,95,1.1,100,0.97,4,14,1
454,2,1.6,1032,97,1.2,100,1.0,4,15,1
455,21,0.8,1031,98,2.3,96,0.12,4,7,1
456,40,0.8,1032,97,2.9,100,0.15,4,8,1
457,55,0.8,1032,97,2.9,100,0.18,4,8,1
458,82,0.8,1032,97,2.9,100,0.21,4,8,1
459,89,0.8,1032,97,2.9,100,0.24,4,8,1
460,104,0.2,1031,95,3.1,100,0.27,4,9,1
461,122,0.2,1031,95,3.1,100,0.3,4,9,1
462,149,0.2,1031,95,3.1,100,0.33,4,9,1
463,171,0.2,1031,95,3.1,100,0.36,4,9,1
464,173,0.1,1031,96,3.0,100,0.39,4,10,1
465,209,0.1,1031,96,3.0,100,0.42,4,10,1
466,268,0.1,1031,96,3.0,100,0.45,4,10,1
467,346,0.1,1031,96,3.0,100,0.48,4,10,1
468,427,0.0,1031,95,3.1,100,0.52,4,11,1
469,508,0.0,1031,95,3.1,100,0.55,4,11,1
470,530,0.0,1031,95,3.1,100,0.58,4,11,1
471,494,0.0,1031,95,3.1,100,0.61,4,11,1
472,429,0.0,1030,94,3.1,100,0.64,4,12,1
